Pos,ID,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts
D,360,Lascelles,4.3,4.3,Newcastle,7,0.17,11,0.45,15,0.56,15,0.98,16,0.63,17,0.74,17,0.59,14,0.54,17,0.79
F,361,Gayle,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,362,Dummett,3.9,3.9,Newcastle,1,0.02,2,0.10,1,0.06,2,0.15,2,0.10,2,0.10,3,0.11,3,0.11,3,0.13
D,363,Manquillo,4.2,4.2,Newcastle,3,0.07,4,0.17,7,0.30,7,0.54,8,0.34,7,0.34,6,0.24,8,0.31,7,0.35
D,364,Krafth,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00,2,0.10,5,0.17,8,0.32,9,0.30,10,0.36,11,0.47
M,365,Murphy,4.2,4.2,Newcastle,3,0.22,5,0.35,6,0.44,8,0.97,7,0.50,8,0.63,7,0.44,8,0.49,7,0.53
D,366,Schär,5.1,5.1,Newcastle,85,1.69,78,3.60,80,3.52,79,5.69,74,3.14,74,3.63,75,2.96,75,3.32,73,4.05
D,367,Targett,4.7,4.7,Newcastle,10,0.23,15,0.68,18,0.83,19,1.52,20,0.95,22,1.18,19,0.80,19,0.88,22,1.29
M,368,Saint-Maximin,6.1,6.1,Newcastle,54,2.19,51,2.92,54,2.93,52,5.23,53,3.08,50,3.39,52,2.81,51,2.67,51,3.44
M,369,Almirón,5.5,5.5,Newcastle,67,2.67,66,3.73,65,3.51,61,6.18,61,3.56,64,4.24,64,3.43,63,3.29,61,4.11
M,370,S.Longstaff,4.3,4.3,Newcastle,70,1.90,67,2.26,71,2.34,69,4.30,67,2.41,67,2.75,64,2.05,66,2.15,65,2.54
M,371,Joelinton,5.9,5.9,Newcastle,68,2.17,52,2.31,41,1.83,47,3.75,52,2.37,57,2.94,56,2.35,57,2.34,61,3.18
D,372,Lewis,4.4,4.4,Newcastle,1,0.03,2,0.10,3,0.11,3,0.24,4,0.16,4,0.18,4,0.14,4,0.18,4,0.19
M,373,Willock,4.7,4.7,Newcastle,54,2.01,53,2.56,52,2.43,50,4.41,51,2.60,50,2.90,51,2.34,48,2.23,48,2.72
M,374,Bruno Guimarães,5.5,5.5,Newcastle,62,2.09,79,3.60,78,3.46,77,6.22,75,3.55,74,4.01,73,3.20,75,3.19,73,3.99
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,376,Pope,5.4,5.4,Newcastle,88,3.14,88,3.93,88,3.89,87,7.05,87,4.08,86,4.62,86,3.58,86,3.86,86,4.41
D,377,Botman,4.5,4.5,Newcastle,84,1.57,80,3.41,76,3.09,77,5.13,76,2.94,75,3.37,75,2.69,76,3.11,75,3.80
M,378,Arter,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,379,Cook,4.3,4.3,Nott'm Forest,15,0.53,19,0.44,17,0.51,10,0.59,8,0.23,6,0.17,4,0.11,6,0.18,6,0.17
F,380,Lyle Taylor,4.1,4.1,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,381,Colback,4.1,4.1,Nott'm Forest,22,0.82,24,0.82,22,0.78,19,1.41,20,0.71,21,0.73,20,0.69,20,0.72,18,0.66
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.2,4.2,Nott'm Forest,0,0.01,1,0.03,1,0.03,0,0.00,0,0.01,0,0.00,0,0.01,0,0.01,1,0.03
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,385,McKenna,4.4,4.4,Nott'm Forest,0,0.00,0,0.00,0,0.00,14,0.79,34,0.86,58,1.39,70,1.26,70,1.80,70,1.75
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,59,1.90,77,2.08,75,2.19,75,4.44,75,2.13,75,2.10,74,1.95,73,2.08,71,2.01
D,388,Worrall,4.2,4.2,Nott'm Forest,83,2.93,80,1.56,75,2.01,62,3.52,59,1.45,46,1.05,42,0.76,45,1.11,43,1.05
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,391,Surridge,4.7,4.7,Nott'm Forest,4,0.28,5,0.34,5,0.36,3,0.47,4,0.29,4,0.30,5,0.33,5,0.37,5,0.34
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,393,Mbe Soh,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,394,Johnson,5.7,5.7,Nott'm Forest,81,3.60,79,2.97,77,3.18,74,6.28,72,2.87,73,2.92,71,2.61,69,2.83,69,2.73
M,395,Mighten,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,396,Ojeda,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,397,Awoniyi,5.6,5.6,Nott'm Forest,0,0.00,2,0.15,10,0.63,23,2.84,25,1.47,22,1.31,25,1.34,23,1.40,25,1.44
G,398,Henderson,4.6,4.6,Nott'm Forest,0,0.00,2,0.06,6,0.24,13,1.03,15,0.57,14,0.51,16,0.56,15,0.56,17,0.64
D,399,Biancone,4.2,4.2,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,400,Walcott,4.8,4.8,Southampton,10,0.53,10,1.06,9,0.53,9,0.49,10,0.51,11,0.59,10,0.47,11,0.61,9,0.47
G,401,McCarthy,4.3,4.3,Southampton,5,0.20,5,0.39,6,0.24,8,0.29,8,0.29,10,0.42,12,0.42,10,0.46,12,0.45
M,402,Romeu,4.8,4.8,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,403,Redmond,5.3,5.3,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,404,Stephens,4.3,4.3,Bournemouth,76,1.29,68,1.53,61,1.51,59,3.37,59,1.47,56,1.09,61,1.92,0,0.00,54,1.66
M,405,S.Armstrong,4.7,4.7,Southampton,52,2.27,47,3.95,43,1.90,46,1.89,43,1.66,45,2.11,45,1.63,41,2.05,43,1.72
M,406,Elyounoussi,5.2,5.2,Southampton,55,2.37,53,4.33,51,2.17,52,2.06,49,1.82,48,2.20,46,1.64,48,2.34,45,1.74
M,407,Ward-Prowse,6.3,6.3,Southampton,87,4.04,86,6.95,83,3.52,83,3.20,83,2.88,82,3.89,84,2.72,82,4.19,83,3.00
F,408,A.Armstrong,5.4,5.4,Southampton,19,1.09,20,2.28,16,0.91,16,0.87,17,0.88,20,1.21,19,0.93,20,1.25,20,1.02
D,409,Walker-Peters,4.4,4.4,Southampton,55,1.92,66,3.61,71,2.18,69,1.98,65,1.24,68,2.85,67,1.20,64,2.72,64,1.55
D,410,Bednarek,4.2,4.2,Southampton,54,1.83,50,2.68,47,1.40,48,1.35,46,0.91,46,1.89,48,0.93,44,1.81,47,1.10
F,411,Adams,6.1,6.1,Southampton,2,0.13,18,1.91,44,2.12,47,2.09,50,2.03,48,2.52,52,1.97,49,2.75,46,1.93
M,412,Tella,5.0,5.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,413,Lyanco,4.4,4.4,Southampton,8,0.26,7,0.43,7,0.21,8,0.24,8,0.19,9,0.36,15,0.30,9,0.34,9,0.22
D,414,Valery,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
